"N1,C,10","N2,C,15","N3,C,17","N4,C,17","N5,C,17","N6,C,17","N7,C,17","N8,C,18","N9,C,17",,,"N10,C,30","N11,C,17","N12,C,18","N13,C,18","N14,C,14","N15,C,15","N16,C,19",,,,,,,"N17,C,10","N18,C,9",,,,"N21,C,1","N22,C,16","N23,C,16",,,,,,,
548,547,5,2,2,3,4,5,1,5,5,8068.389833,2.75348703,0,2.75348703,2.7535,3.465,100,5,2.75348703,0,2.75348703,3.465260538,,,,,,,,,,,,,,,,
549,548,5,1,2,3,4,5,1,5,5,7526.409958,2.493898362,0,2.493898362,2.4939,3.139,100,5,2.493898362,0,2.493898362,3.138568472,,,,,,,,,,,,,,,,
550,549,5,3,3,3,5,5,1,5,5,8012.589467,3.191825287,0,3.191825287,3.1918,4.017,100,5,3.191825287,-5.32907E-15,3.191825287,4.016908774,,,,,,,,,,,,,,,,
551,550,5,3,3,3,5,5,1,5,5,8463.724096,3.191825287,0,3.191825287,3.1918,4.017,100,5,3.191825287,-5.32907E-15,3.191825287,4.016908774,,,,,,,,,,,,,,,,
552,551,5,3,3,3,4,5,1,5,5,8304.538711,3.091682043,0,3.091682043,3.0917,3.891,100,5,3.091682043,0,3.091682043,3.890878606,,,,,,,,,,,,,,,,
553,552,5,4,3,3,2,5,1,5,5,7681.982753,2.917688538,0,2.917688538,2.9177,3.672,100,5,2.917688538,-5.32907E-15,2.917688538,3.671907964,,,,,,,,,,,,,,,,
554,553,1.194448725,1,1,2,5,4,1,5,4,3950.881057,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
555,554,1.194448725,1,1,2,5,4,1,5,4,3950.881057,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
556,555,1.194448725,1,1,3,5,4,1,5,4,3638.738504,1.840965023,0.41781774,2.258782763,1.841,2.317,100,5,1.840965023,4.44089E-15,2.258782763,2.842675737,,,,,,,,,,,,,,,,
557,556,1.194448725,3,2,3,5,4,1,5,4,3628.045505,2.377989878,0.53969866,2.917688538,2.378,2.993,100,5,2.377989878,0,2.917688538,3.671907964,,,,,,,,,,,,,,,,
558,557,1.194448725,5,4,3,5,4,1,5,4,3599.334323,2.824274893,0.640985645,3.465260538,2.8243,3.554,100,5,2.824274893,0,3.465260538,4.361026751,,,,,,,,,,,,,,,,
559,558,1.194448725,4,3,3,4,4,1,5,4,3670.630346,2.543138422,0.577180085,3.120318506,2.5431,3.201,100,5,2.543138422,0,3.120318506,3.926917566,,,,,,,,,,,,,,,,
560,559,1.194448725,4,3,2,4,4,1,5,4,3623.376664,3.020417395,0.685501329,3.705918724,2.4,3.02,100,5,2.400015823,0.620401572,2.9447134,3.705918724,,,,,,,,,,,,,,,,
561,560,1.194448725,4,3,2,2,4,1,5,4,3653.221245,2.173751126,0.493345485,2.667096611,2.1738,2.736,100,5,2.173751126,-4.44089E-15,2.667096611,3.356538286,,,,,,,,,,,,,,,,
562,561,1.194448725,4,3,2,4,4,1,5,4,3517.902715,2.400015823,0.544697577,2.9447134,2.4,3.02,100,5,2.400015823,4.44089E-15,2.9447134,3.705918724,,,,,,,,,,,,,,,,
563,562,1.194448725,3,3,2,5,4,1,5,4,3751.508351,2.377989878,0.53969866,2.917688538,2.378,2.993,100,5,2.377989878,0,2.917688538,3.671907964,,,,,,,,,,,,,,,,
564,563,1.194448725,3,3,2,3,4,1,5,4,3469.716122,2.210636433,0.501716821,2.712353253,2.2106,2.782,100,5,2.210636433,0,2.712353253,3.413493723,,,,,,,,,,,,,,,,
565,564,1.194448725,3,2,2,5,4,1,5,4,3822.922952,2.2441615,0.50932553,2.75348703,2.2442,2.824,100,5,2.2441615,0,2.75348703,3.465260538,,,,,,,,,,,,,,,,
566,565,1.194448725,3,2,2,5,4,1,5,4,3729.265399,2.2441615,0.50932553,2.75348703,2.2442,2.824,100,5,2.2441615,0,2.75348703,3.465260538,,,,,,,,,,,,,,,,
567,566,1.194448725,1,1,2,4,4,1,5,4,3849.048032,1.682849801,0.381932569,2.064782369,1.6828,2.118,100,5,1.682849801,-3.33067E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
568,567,1.194448725,3,2,2,3,4,1,5,4,3874.589031,2.086226362,0.47348123,2.559707592,2.0862,2.626,100,5,2.086226362,3.55271E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
569,568,1.194448725,3,2,2,5,4,1,5,4,3768.49076,2.2441615,0.50932553,2.75348703,2.2442,2.824,100,5,2.2441615,0,2.75348703,3.465260538,,,,,,,,,,,,,,,,
570,569,1.194448725,1,1,2,4,4,1,5,4,3859.73865,1.682849801,0.381932569,2.064782369,1.6828,2.118,100,5,1.682849801,-3.33067E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
571,570,1.194448725,1,1,2,3,4,1,5,4,3912.395501,2.032590177,0.461308185,2.493898362,1.6151,2.033,100,5,1.61509088,0.417499298,1.981645166,2.493898362,,,,,,,,,,,,,,,,
572,571,1.194448725,2,2,2,4,4,1,5,4,4008.879169,2.051416885,0.465581016,2.516997901,2.0514,2.582,100,5,2.051416885,-3.55271E-15,2.516997901,3.167639218,,,,,,,,,,,,,,,,
573,572,1.194448725,1,1,2,2,4,1,5,4,3974.81863,1.524196888,0.345925366,1.870122254,1.5242,1.918,100,5,1.524196888,3.9968E-15,1.870122254,2.353546894,,,,,,,,,,,,,,,,
574,573,1.194448725,1,1,2,2,4,1,5,4,3974.81863,1.524196888,0.345925366,1.870122254,1.5242,1.918,100,5,1.524196888,3.9968E-15,1.870122254,2.353546894,,,,,,,,,,,,,,,,
575,574,1.194448725,1,1,2,2,4,1,5,4,3774.983754,1.524196888,0.345925366,1.870122254,1.5242,1.918,100,5,1.524196888,3.9968E-15,1.870122254,2.353546894,,,,,,,,,,,,,,,,
576,575,1.194448725,1,1,2,1,4,1,5,4,3692.971875,1.38050119,0.31331279,1.69381398,1.3805,1.737,100,5,1.38050119,2.88658E-15,1.69381398,2.131663117,,,,,,,,,,,,,,,,
577,576,1.194448725,2,1,2,1,4,1,5,4,3774.983754,1.524196888,0.345925366,1.870122254,1.5242,1.918,100,5,1.524196888,3.9968E-15,1.870122254,2.353546894,,,,,,,,,,,,,,,,
578,577,1.194448725,2,1,2,2,4,1,5,4,3868.178423,1.682849801,0.381932569,2.064782369,1.6828,2.118,100,5,1.682849801,-3.33067E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
579,578,1.194448725,1,1,2,3,4,1,5,4,3912.395501,1.61509088,0.366554287,1.981645166,1.6151,2.033,100,5,1.61509088,1.9984E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
580,579,1.194448725,1,1,2,4,4,1,5,4,3813.206914,1.682849801,0.381932569,2.064782369,1.6828,2.118,100,5,1.682849801,-3.33067E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
581,580,1.194448725,2,2,2,4,4,1,5,4,3813.206914,2.051416885,0.465581016,2.516997901,2.0514,2.582,100,5,2.051416885,-3.55271E-15,2.516997901,3.167639218,,,,,,,,,,,,,,,,
582,581,1.194448725,1,1,2,3,4,1,5,4,3752.230535,1.61509088,0.366554287,1.981645166,1.6151,2.033,100,5,1.61509088,1.9984E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
583,582,1.194448725,1,1,2,2,4,1,5,4,3577.036369,1.524196888,0.345925366,1.870122254,1.5242,1.918,100,5,1.524196888,3.9968E-15,1.870122254,2.353546894,,,,,,,,,,,,,,,,
584,583,1.194448725,1,1,2,2,4,1,5,4,3549.715505,1.918200184,0.43534671,2.353546894,1.5242,1.918,100,5,1.524196888,0.394003296,1.870122254,2.353546894,,,,,,,,,,,,,,,,
585,584,1.194448725,2,2,2,4,4,1,5,4,3575.103162,2.051416885,0.465581016,2.516997901,2.0514,2.582,100,5,2.051416885,-3.55271E-15,2.516997901,3.167639218,,,,,,,,,,,,,,,,
586,585,1.194448725,1,1,2,5,4,1,5,4,3691.663942,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
587,586,1.194448725,1,1,2,4,4,1,5,4,3575.103162,2.117864708,0.480661737,2.598526445,1.6828,2.118,100,5,1.682849801,0.435014908,2.064782369,2.598526445,,,,,,,,,,,,,,,,
588,587,1.194448725,1,1,2,5,4,1,5,4,3560.830433,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
589,588,1.194448725,4,3,2,3,4,1,5,4,3577.618307,2.30338065,0.522765661,2.826146311,2.3034,2.899,100,5,2.30338065,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
590,589,1.194448725,5,4,2,4,4,1,5,4,3578.321205,2.581705997,0.585933221,3.167639218,2.5817,3.249,100,5,2.581705997,-3.55271E-15,3.167639218,3.986470631,,,,,,,,,,,,,,,,
591,590,1.194448725,5,4,2,5,4,1,5,4,3339.049051,2.665330513,0.604912292,3.270242805,2.6653,3.354,100,5,2.665330513,0,3.270242805,4.115597138,,,,,,,,,,,,,,,,
592,591,1.194448725,5,4,2,2,4,1,5,4,3302.953157,2.338312216,0.530693584,2.869005799,2.3383,2.943,100,5,2.338312216,-5.32907E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
593,592,1.194448725,5,4,2,2,4,1,5,4,3385.675316,2.338312216,0.530693584,2.869005799,2.3383,2.943,100,5,2.338312216,-5.32907E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
594,593,1.194448725,1,1,2,5,4,1,5,4,3999.971035,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
595,594,1.194448725,1,1,3,5,4,1,5,4,3652.089513,1.840965023,0.41781774,2.258782763,1.841,2.317,100,5,1.840965023,4.44089E-15,2.258782763,2.842675737,,,,,,,,,,,,,,,,
596,595,1.194448725,1,1,2,5,4,1,5,4,4032.746262,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
597,596,1.194448725,1,1,2,5,4,1,5,4,4020.400787,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
598,597,1.194448725,1,1,2,5,4,1,5,4,3954.075289,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
599,598,1.194448725,1,1,2,4,4,1,5,4,3929.52268,1.682849801,0.381932569,2.064782369,1.6828,2.118,100,5,1.682849801,-3.33067E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
600,599,1.194448725,1,1,2,3,4,1,5,4,3912.055005,1.61509088,0.366554287,1.981645166,1.6151,2.033,100,5,1.61509088,1.9984E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
601,600,1.194448725,2,2,2,3,4,1,5,4,3903.836435,1.968817835,0.446834681,2.415652516,1.9688,2.478,100,5,1.968817835,3.9968E-15,2.415652516,3.040096156,,,,,,,,,,,,,,,,
602,601,1.194448725,2,1,2,2,4,1,5,4,3927.839012,1.682849801,0.381932569,2.064782369,1.6828,2.118,100,5,1.682849801,-3.33067E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
603,602,1.194448725,2,1,2,3,4,1,5,4,3968.40445,1.783204904,0.404708744,2.187913648,1.7832,2.244,100,5,1.783204904,-1.77636E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
604,603,1.194448725,1,1,2,3,4,1,5,4,3994.590724,1.61509088,0.366554287,1.981645166,1.6151,2.033,100,5,1.61509088,1.9984E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
605,604,1.194448725,1,1,2,3,4,1,5,4,3915.248761,1.61509088,0.366554287,1.981645166,1.6151,2.033,100,5,1.61509088,1.9984E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
606,605,1.194448725,1,1,2,3,4,1,5,4,3790.264875,1.61509088,0.366554287,1.981645166,1.6151,2.033,100,5,1.61509088,1.9984E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
607,606,1.194448725,1,1,2,3,4,1,5,4,3903.836435,1.61509088,0.366554287,1.981645166,1.6151,2.033,100,5,1.61509088,1.9984E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
608,607,1.194448725,1,1,2,3,4,1,5,4,3890.012541,1.61509088,0.366554287,1.981645166,1.6151,2.033,100,5,1.61509088,1.9984E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
609,608,1.194448725,1,1,2,5,4,1,5,4,3869.085142,2.186464855,0.49623094,2.682695795,1.7374,2.186,100,5,1.737359299,0.449105556,2.131663117,2.682695795,,,,,,,,,,,,,,,,
610,609,1.194448725,1,1,2,4,4,1,5,4,3847.746528,1.682849801,0.381932569,2.064782369,1.6828,2.118,100,5,1.682849801,-3.33067E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
611,610,1.194448725,1,1,2,5,4,1,5,4,3797.31933,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
612,611,1.194448725,1,1,2,5,4,1,5,4,3680.50163,1.737359299,0.394303817,2.131663117,1.7374,2.186,100,5,1.737359299,-3.9968E-15,2.131663117,2.682695795,,,,,,,,,,,,,,,,
613,612,5,2,2,3,3,5,1,5,5,8134.788907,3.325733936,0,3.325733936,2.6426,3.326,100,5,2.642619554,0.683114382,2.642619554,3.325733936,,,,,,,,,,,,,,,,
614,613,5,2,2,3,2,5,1,5,5,8134.788907,2.493898362,0,2.493898362,2.4939,3.139,100,5,2.493898362,0,2.493898362,3.138568472,,,,,,,,,,,,,,,,
615,614,5,5,3,3,2,5,1,5,5,7638.192128,3.012195926,0,3.012195926,3.0122,3.791,100,5,3.012195926,0,3.012195926,3.790845413,,,,,,,,,,,,,,,,
616,615,5,5,3,3,3,5,1,5,5,8344.494352,3.191825287,0,3.191825287,3.1918,4.017,100,5,3.191825287,-5.32907E-15,3.191825287,4.016908774,,,,,,,,,,,,,,,,
617,616,5,4,3,3,4,5,1,5,5,7628.486806,3.221389319,0,3.221389319,3.2214,4.054,100,5,3.221389319,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
618,617,5,5,3,3,5,5,1,5,5,8344.494352,3.433458398,0,3.433458398,3.4335,4.321,100,5,3.433458398,0,3.433458398,4.321003791,,,,,,,,,,,,,,,,
619,618,5,4,3,3,4,5,1,5,5,7820.545994,3.221389319,0,3.221389319,3.2214,4.054,100,5,3.221389319,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
620,619,5,4,3,3,1,5,1,5,5,8076.316958,2.642619554,0,2.642619554,2.6426,3.326,100,5,2.642619554,0,2.642619554,3.325733936,,,,,,,,,,,,,,,,
621,620,5,3,3,3,5,5,1,5,5,7859.851122,3.191825287,0,3.191825287,3.1918,4.017,100,5,3.191825287,-5.32907E-15,3.191825287,4.016908774,,,,,,,,,,,,,,,,
622,621,5,3,3,3,4,5,1,5,5,7985.711725,3.091682043,0,3.091682043,3.0917,3.891,100,5,3.091682043,0,3.091682043,3.890878606,,,,,,,,,,,,,,,,
623,622,5,3,3,3,5,5,1,5,5,7958.798742,3.191825287,0,3.191825287,3.1918,4.017,100,5,3.191825287,-5.32907E-15,3.191825287,4.016908774,,,,,,,,,,,,,,,,
624,623,5,3,3,3,1,5,1,5,5,8302.766228,2.536216089,0,2.536216089,2.5362,3.192,100,5,2.536216089,-3.9968E-15,2.536216089,3.191825287,,,,,,,,,,,,,,,,
625,624,5,1,1,3,5,3,1,5,1,9246.004518,2.728217132,0,2.728217132,2.1678,2.728,100,5,1.852959362,0.87525777,2.167834253,2.728217132,,,,,,,,,,,,,,,,
626,625,5,2,2,3,3,3,1,5,1,9246.004518,2.456642527,0,2.456642527,2.4566,3.092,100,5,2.099818639,0.356823888,2.456642527,3.091682043,,,,,,,,,,,,,,,,
627,626,5,2,2,3,4,3,1,5,1,9545.616109,2.559707592,0,2.559707592,2.5597,3.221,100,5,2.187913648,0.371793944,2.559707592,3.221389319,,,,,,,,,,,,,,,,
628,627,5,2,2,3,5,3,1,5,1,9387.233628,2.642619554,0,2.642619554,2.6426,3.326,100,5,2.258782763,0.383836791,2.642619554,3.325733936,,,,,,,,,,,,,,,,
629,628,5,2,2,3,5,3,1,5,1,9327.063486,2.642619554,0,2.642619554,2.6426,3.326,100,5,2.258782763,0.383836791,2.642619554,3.325733936,,,,,,,,,,,,,,,,
630,629,5,3,3,3,5,4,1,5,4,9368.534452,3.091682043,0,3.091682043,3.0917,3.891,100,5,3.091682043,0,3.091682043,3.890878606,,,,,,,,,,,,,,,,
631,630,5,1,2,3,1,5,1,5,5,9327.063486,2.045833001,0,2.045833001,2.0458,2.575,100,5,2.045833001,0,2.045833001,2.574678685,,,,,,,,,,,,,,,,
632,631,5,2,2,3,5,5,1,5,5,9097.588327,2.842675737,0,2.842675737,2.8427,3.578,100,5,2.842675737,0,2.842675737,3.577504432,,,,,,,,,,,,,,,,
633,632,5,3,3,3,4,5,1,5,5,8569.979757,3.091682043,0,3.091682043,3.0917,3.891,100,5,3.091682043,0,3.091682043,3.890878606,,,,,,,,,,,,,,,,
634,633,5,3,3,3,3,5,1,5,5,8563.085073,3.734214752,0,3.734214752,2.9672,3.734,100,5,2.96719735,0.767017401,2.96719735,3.734214752,,,,,,,,,,,,,,,,
635,634,1.194448725,5,4,2,5,4,1,5,4,3352.705078,2.665330513,0.604912292,3.270242805,2.6653,3.354,100,5,2.665330513,0,3.270242805,4.115597138,,,,,,,,,,,,,,,,
636,635,1.194448725,5,3,2,2,4,1,5,4,3355.777875,2.2441615,0.50932553,2.75348703,2.2442,2.824,100,5,2.2441615,0,2.75348703,3.465260538,,,,,,,,,,,,,,,,
637,636,1.194448725,5,3,2,4,4,1,5,4,0,2.477755179,0.562340977,3.040096156,2.4778,3.118,100,5,2.477755179,0,3.040096156,3.825957822,,,,,,,,,,,,,,,,
638,637,1.159945055,4,3,2,2,4,1,5,4,3143.730865,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
639,638,1.159945055,4,3,2,3,4,1,5,4,3419.126296,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
640,639,1.159945055,4,3,2,3,4,1,5,4,3812.897373,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
641,640,1.159945055,4,3,2,4,4,1,5,4,3617.785865,3.007796005,0.69812272,3.705918724,2.39,3.008,100,5,2.389986899,0.617809105,2.9447134,3.705918724,,,,,,,,,,,,,,,,
642,641,1.159945055,4,3,2,3,4,1,5,4,3603.407178,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
643,642,1.159945055,4,3,2,2,4,1,5,4,3603.407178,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
644,643,1.758618735,4,5,1,5,3,1,5,1,3475.365972,2.448493711,0.394182026,2.842675737,2.4485,3.081,100,5,2.092853427,0.355640284,2.842675737,3.577504432,,,,,,,,,,,,,,,,
645,644,1.758618735,4,5,1,5,3,1,5,1,3475.365972,3.081426766,0.496077666,3.577504432,2.4485,3.081,100,5,2.092853427,0.988573339,2.842675737,3.577504432,,,,,,,,,,,,,,,,
646,645,1.758618735,4,5,1,5,3,1,5,1,3475.365972,2.448493711,0.394182026,2.842675737,2.4485,3.081,100,5,2.092853427,0.355640284,2.842675737,3.577504432,,,,,,,,,,,,,,,,
647,646,1.758618735,4,5,1,4,3,1,5,1,0,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.027190331,0.344482101,2.75348703,3.465260538,,,,,,,,,,,,,,,,
648,647,1.159945055,3,4,1,4,3,1,5,1,0,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,1.775753442,0.301755226,2.559707592,3.221389319,,,,,,,,,,,,,,,,
649,648,1.159945055,3,4,1,5,3,1,5,1,0,2.699230606,0.62650333,3.325733936,2.1448,2.699,100,5,1.833272199,0.865958407,2.642619554,3.325733936,,,,,,,,,,,,,,,,
650,649,1.159945055,3,4,1,3,3,1,5,1,0,1.993859047,0.46278348,2.456642527,1.9939,2.509,100,5,1.704253812,0.289605235,2.456642527,3.091682043,,,,,,,,,,,,,,,,
651,650,1.159945055,3,4,1,4,3,1,5,1,0,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,1.775753442,0.301755226,2.559707592,3.221389319,,,,,,,,,,,,,,,,
652,651,1.159945055,3,4,1,5,3,1,5,1,0,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
653,652,1.159945055,4,5,1,4,3,1,5,1,0,2.812473121,0.652787417,3.465260538,2.2348,2.812,100,5,1.910184618,0.902288503,2.75348703,3.465260538,,,,,,,,,,,,,,,,
654,653,1.159945055,4,5,1,4,3,1,5,1,0,2.234783843,0.518703187,2.75348703,2.2348,2.812,100,5,1.910184618,0.324599225,2.75348703,3.465260538,,,,,,,,,,,,,,,,
655,654,1.159945055,4,5,1,4,3,1,5,1,0,2.234783843,0.518703187,2.75348703,2.2348,2.812,100,5,1.910184618,0.324599225,2.75348703,3.465260538,,,,,,,,,,,,,,,,
656,655,1.159945055,4,5,1,3,3,1,5,1,0,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
657,656,1.159945055,4,5,1,3,3,1,5,1,0,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
658,657,1.159945055,4,5,1,3,3,1,5,1,3407.366092,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
659,658,1.159945055,4,5,1,3,4,1,5,4,3619.937418,2.234783843,0.518703187,2.75348703,2.2348,2.812,100,5,2.234783843,-4.44089E-15,2.75348703,3.465260538,,,,,,,,,,,,,,,,
660,659,1.159945055,4,5,1,5,5,1,5,5,0,2.481832623,0.576044299,3.057876922,2.4818,3.123,100,5,2.481832623,4.44089E-15,3.057876922,3.848334897,,,,,,,,,,,,,,,,
661,660,1.159945055,4,5,1,5,5,1,5,5,0,2.481832623,0.576044299,3.057876922,2.4818,3.123,100,5,2.481832623,4.44089E-15,3.057876922,3.848334897,,,,,,,,,,,,,,,,
662,661,1.159945055,4,5,1,4,5,1,5,5,0,2.403965337,0.557970959,2.961936296,2.404,3.025,100,5,2.403965337,0,2.961936296,3.72759372,,,,,,,,,,,,,,,,
663,662,1.159945055,4,3,2,2,4,1,5,4,0,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
664,663,1.159945055,4,3,1,2,3.5,1,5,3.5,0,1.923545157,0.446463316,2.370008473,1.9235,2.421,100,5,1.923545157,0,2.370008473,2.982653176,,,,,,,,,,,,,,,,
665,664,5,4,3,3,5,3,1,5,1,9703.730004,3.091682043,0,3.091682043,3.0917,3.891,100,5,2.642619554,0.449062489,3.091682043,3.890878606,,,,,,,,,,,,,,,,
666,665,5,4,3,3,5,3,1,5,1,10082.55284,3.091682043,0,3.091682043,3.0917,3.891,100,5,2.642619554,0.449062489,3.091682043,3.890878606,,,,,,,,,,,,,,,,
667,666,5,3,3,3,5,3,1,5,1,10082.55284,2.96719735,0,2.96719735,2.9672,3.734,100,5,2.536216089,0.430981261,2.96719735,3.734214752,,,,,,,,,,,,,,,,
668,667,5,3,3,2,5,3,1,5,1,7261.412271,2.800209588,0,2.800209588,2.8002,3.524,100,5,2.393483066,0.406726523,2.800209588,3.524060828,,,,,,,,,,,,,,,,
669,668,5,3,3,2,5,3,1,5,1,7129.001289,2.800209588,0,2.800209588,2.8002,3.524,100,5,2.393483066,0.406726523,2.800209588,3.524060828,,,,,,,,,,,,,,,,
670,669,5,3,3,2,5,3,1,5,1,7054.206493,2.800209588,0,2.800209588,2.8002,3.524,100,5,2.393483066,0.406726523,2.800209588,3.524060828,,,,,,,,,,,,,,,,
671,670,5,3,3,2,5,3,1,5,1,6695.188614,3.524060828,0,3.524060828,2.8002,3.524,100,5,2.393483066,1.130577763,2.800209588,3.524060828,,,,,,,,,,,,,,,,
672,671,5,3,3,2,1,3,1,5,1,6784.517583,2.225039271,0,2.225039271,2.225,2.8,100,5,1.901855432,0.323183839,2.225039271,2.800209588,,,,,,,,,,,,,,,,
673,672,5,3,3,2,1,3,1,5,1,7479.952512,2.225039271,0,2.225039271,2.225,2.8,100,5,1.901855432,0.323183839,2.225039271,2.800209588,,,,,,,,,,,,,,,,
674,673,5,3,3,2,2,3,1,5,1,7479.952512,2.456642527,0,2.456642527,2.4566,3.092,100,5,2.099818639,0.356823888,2.456642527,3.091682043,,,,,,,,,,,,,,,,
675,674,5,4,3,2,4,3,1,5,1,0,2.826146311,0,2.826146311,2.8261,3.557,100,5,2.415652516,0.410493795,2.826146311,3.556702167,,,,,,,,,,,,,,,,
676,675,5,3,3,2,4,3,1,5,1,0,2.712353253,0,2.712353253,2.7124,3.413,100,5,2.31838774,0.393965513,2.712353253,3.413493723,,,,,,,,,,,,,,,,
677,676,5,1,1,2,4,3,1,5,1,0,1.981645166,0,1.981645166,1.9816,2.494,100,5,1.69381398,0.287831186,1.981645166,2.493898362,,,,,,,,,,,,,,,,
678,677,5,1,1,3,5,3,1,5,1,7968.873609,2.167834253,0,2.167834253,2.1678,2.728,100,5,1.852959362,0.31487489,2.167834253,2.728217132,,,,,,,,,,,,,,,,
679,678,5,2,2,3,1,3,1,5,1,8128.30758,2.099818639,0,2.099818639,2.0998,2.643,100,5,1.794822921,0.304995718,2.099818639,2.642619554,,,,,,,,,,,,,,,,
680,679,5,3,3,3,5,3,1,5,1,8261.651472,3.734214752,0,3.734214752,2.9672,3.734,100,5,2.536216089,1.197998663,2.96719735,3.734214752,,,,,,,,,,,,,,,,
681,680,1.159945055,4,3,1,2,3,1,5,1,3619.937418,1.881648763,0.436738978,2.31838774,1.8816,2.368,100,5,1.608341914,0.273306849,2.31838774,2.917688538,,,,,,,,,,,,,,,,
682,681,1.159945055,4,3,1,3,3,1,5,1,3513.651755,1.993859047,0.46278348,2.456642527,1.9939,2.509,100,5,1.704253812,0.289605235,2.456642527,3.091682043,,,,,,,,,,,,,,,,
683,682,1.159945055,4,3,1,5,3,1,5,1,3513.651755,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
684,683,1.159945055,4,3,1,5,3,1,5,1,3407.366092,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
685,684,1.159945055,4,3,1,5,3,1,5,1,0,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
